time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
4109.18,7110.0,7110.0,2680.0,0.73,100.0,3130.0
4119.21,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4129.23,7110.0,7110.0,2680.0,0.73,100.0,3150.0
4139.25,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4149.27,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4159.3,7110.0,7110.0,2680.0,0.73,100.0,3180.0
4169.32,7110.0,7110.0,2680.0,0.73,100.0,3190.0
4179.34,7110.0,7110.0,2680.0,0.73,100.0,3190.0
4189.36,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4199.39,7110.0,7110.0,2680.0,0.73,100.0,3200.0
